x,y,vorticity
 0.54688,   0.03125000,   0.63866916
 0.55469,   0.03125000,   0.63235938
 0.56250,   0.03125000,   0.62517911
 0.57031,   0.03125000,   0.61714244
 0.57812,   0.03125000,   0.60826655
 0.58594,   0.03125000,   0.59857154
 0.59375,   0.03125000,   0.58808061
 0.60156,   0.03125000,   0.57681989
 0.60938,   0.03125000,   0.56481854
 0.61719,   0.03125000,   0.55210861
 0.62500,   0.03125000,   0.53872506
 0.63281,   0.03125000,   0.52470558
 0.64062,   0.03125000,   0.51009061
 0.64844,   0.03125000,   0.49492311
 0.65625,   0.03125000,   0.47924857
 0.66406,   0.03125000,   0.46311469
 0.67188,   0.03125000,   0.44657140
 0.67969,   0.03125000,   0.42967052
 0.68750,   0.03125000,   0.41246568
 0.69531,   0.03125000,   0.39501205
 0.70312,   0.03125000,   0.37736614
 0.71094,   0.03125000,   0.35958553
 0.71875,   0.03125000,   0.34172869
 0.72656,   0.03125000,   0.32385460
 0.73438,   0.03125000,   0.30602260
 0.74219,   0.03125000,   0.28829198
 0.75000,   0.03125000,   0.27072178
 0.75781,   0.03125000,   0.25337039
 0.76562,   0.03125000,   0.23629531
 0.77344,   0.03125000,   0.21955276
 0.78125,   0.03125000,   0.20319736
 0.78906,   0.03125000,   0.18728175
 0.79688,   0.03125000,   0.17185627
 0.80469,   0.03125000,   0.15696853
 0.81250,   0.03125000,   0.14266306
 0.82031,   0.03125000,   0.12898085
 0.82812,   0.03125000,   0.11595901
 0.83594,   0.03125000,   0.10363018
 0.84375,   0.03125000,   0.09202220
 0.85156,   0.03125000,   0.08115751
 0.85938,   0.03125000,   0.07105262
 0.86719,   0.03125000,   0.06171754
 0.87500,   0.03125000,   0.05315517
 0.88281,   0.03125000,   0.04536056
 0.89062,   0.03125000,   0.03832027
 0.89844,   0.03125000,   0.03201150
 0.90625,   0.03125000,   0.02640145
 0.91406,   0.03125000,   0.02144643
 0.92188,   0.03125000,   0.01709140
 0.92969,   0.03125000,   0.01326950
 0.93750,   0.03125000,   0.00990241
 0.94531,   0.03125000,   0.00690160
 0.95312,   0.03125000,   0.00417140
 0.96094,   0.03125000,   0.00161497
 0.96875,   0.03125000,  -0.00085546
 0.97656,   0.03125000,  -0.00330274
 0.98438,   0.03125000,  -0.00574364
 0.99219,   0.03125000,  -0.00812801
 1.00000,   0.03125000,  -0.01033608
 0.00000,   0.03906250,  -0.01241114
 0.00781,   0.03906250,  -0.00436639
 0.01562,   0.03906250,   0.00285581
 0.02344,   0.03906250,   0.00949066
 0.03125,   0.03906250,   0.01573885
 0.03906,   0.03906250,   0.02178216
 0.04688,   0.03906250,   0.02778542
 0.05469,   0.03906250,   0.03389433
 0.06250,   0.03906250,   0.04023326
 0.07031,   0.03906250,   0.04690459
 0.07812,   0.03906250,   0.05398937
 0.08594,   0.03906250,   0.06154899
 0.09375,   0.03906250,   0.06962723
 0.10156,   0.03906250,   0.07825257
 0.10938,   0.03906250,   0.08744033
 0.11719,   0.03906250,   0.09719474
 0.12500,   0.03906250,   0.10751076
 0.13281,   0.03906250,   0.11837572
 0.14062,   0.03906250,   0.12977065
 0.14844,   0.03906250,   0.14167157
 0.15625,   0.03906250,   0.15405039
 0.16406,   0.03906250,   0.16687588
 0.17188,   0.03906250,   0.18011432
 0.17969,   0.03906250,   0.19373014
 0.18750,   0.03906250,   0.20768638
 0.19531,   0.03906250,   0.22194519
 0.20312,   0.03906250,   0.23646804
 0.21094,   0.03906250,   0.25121612
 0.21875,   0.03906250,   0.26615047
 0.22656,   0.03906250,   0.28123222
 0.23438,   0.03906250,   0.29642264
 0.24219,   0.03906250,   0.31168337
 0.25000,   0.03906250,   0.32697633
 0.25781,   0.03906250,   0.34226396
 0.26562,   0.03906250,   0.35750910
 0.27344,   0.03906250,   0.37267512
 0.28125,   0.03906250,   0.38772584
 0.28906,   0.03906250,   0.40262569
 0.29688,   0.03906250,   0.41733951
 0.30469,   0.03906250,   0.43183275
 0.31250,   0.03906250,   0.44607132
 0.32031,   0.03906250,   0.46002173
 0.32812,   0.03906250,   0.47365095
 0.33594,   0.03906250,   0.48692658
 0.34375,   0.03906250,   0.49981671
 0.35156,   0.03906250,   0.51229011
 0.35938,   0.03906250,   0.52431607
 0.36719,   0.03906250,   0.53586466
